clu_41642 ENSG00000227232.5
clu_20632 ENSG00000090924.14
clu_20629 ENSG00000090924.14
clu_20630 ENSG00000090924.14
clu_20626 ENSG00000090924.14
clu_20640 ENSG00000196235.13
clu_20638 ENSG00000196235.13
clu_20637 ENSG00000196235.13
clu_20636 ENSG00000196235.13
clu_20635 ENSG00000196235.13
clu_20634 ENSG00000196235.13
clu_20633 ENSG00000196235.13
clu_20644 ENSG00000105197.10
clu_20641 ENSG00000105197.10
clu_20643 ENSG00000105197.10
clu_20642 ENSG00000105197.10
clu_20650 ENSG00000105204.13
clu_20647 ENSG00000105204.13
clu_20648 ENSG00000105204.13
clu_20649 ENSG00000105204.13
clu_20651 ENSG00000105202.8
clu_20653 ENSG00000013275.7
clu_20654 ENSG00000013275.7
clu_20657 ENSG00000128000.15
clu_20658 ENSG00000128000.15
clu_20660 ENSG00000128000.15
clu_20663 ENSG00000197782.14
clu_20661 ENSG00000197782.14
clu_20660 ENSG00000197782.14
clu_20664 ENSG00000130758.7
clu_20665 ENSG00000130758.7
clu_20668 ENSG00000105221.16
clu_20667 ENSG00000105221.16
clu_20666 ENSG00000105221.16
clu_20672 ENSG00000160392.13
clu_20671 ENSG00000160392.13
clu_20670 ENSG00000160392.13
clu_20669 ENSG00000160392.13
clu_20673 ENSG00000105223.19
clu_20675 ENSG00000167565.12
clu_20676 ENSG00000090013.9
clu_20681 ENSG00000160410.14
clu_20680 ENSG00000160410.14
clu_20691 ENSG00000090006.17
clu_20692 ENSG00000090006.17
clu_20693 ENSG00000090006.17
clu_20688 ENSG00000090006.17
clu_20690 ENSG00000090006.17
clu_20683 ENSG00000090006.17
clu_20684 ENSG00000090006.17
clu_20685 ENSG00000090006.17
clu_20689 ENSG00000090006.17
clu_20696 ENSG00000105245.9
clu_20695 ENSG00000105245.9
clu_20694 ENSG00000105245.9
clu_20703 ENSG00000123815.11
clu_20699 ENSG00000123815.11
clu_20698 ENSG00000123815.11
clu_20700 ENSG00000123815.11
clu_20696 ENSG00000123815.11
clu_20697 ENSG00000123815.11
clu_20701 ENSG00000086544.2
clu_20702 ENSG00000077312.8
clu_20707 ENSG00000188493.14
clu_20706 ENSG00000188493.14
clu_20705 ENSG00000188493.14
clu_20712 ENSG00000167578.17
clu_20711 ENSG00000167578.17
clu_20713 ENSG00000269858.5
clu_20717 ENSG00000167601.11
clu_20718 ENSG00000167601.11
clu_20721 ENSG00000105323.16
clu_20719 ENSG00000105323.16
clu_20722 ENSG00000142039.3
clu_20723 ENSG00000142039.3
clu_20727 ENSG00000142046.14
clu_20724 ENSG00000105329.9
clu_20720 ENSG00000105329.9
clu_20726 ENSG00000123810.7
clu_20731 ENSG00000077348.8
clu_20729 ENSG00000248098.11
clu_20730 ENSG00000248098.11
clu_20732 ENSG00000177191.2
clu_20738 ENSG00000105341.18
clu_20733 ENSG00000105341.18
clu_20752 ENSG00000076928.17
clu_20756 ENSG00000076928.17
clu_20755 ENSG00000076928.17
clu_20754 ENSG00000076928.17
clu_20753 ENSG00000076928.17
clu_20751 ENSG00000076928.17
clu_20749 ENSG00000076928.17
clu_20750 ENSG00000076928.17
clu_20745 ENSG00000076928.17
clu_20746 ENSG00000076928.17
clu_20757 ENSG00000105404.10
clu_20764 ENSG00000028277.21
clu_20765 ENSG00000028277.21
clu_20767 ENSG00000028277.21
clu_20770 ENSG00000160570.13
clu_20769 ENSG00000160570.13
clu_20772 ENSG00000167625.10
clu_20773 ENSG00000105723.11
clu_20774 ENSG00000105722.9
clu_20781 ENSG00000079432.7
clu_20783 ENSG00000079432.7
clu_20778 ENSG00000079432.7
clu_20782 ENSG00000079432.7
clu_20784 ENSG00000079432.7
clu_20777 ENSG00000079432.7
clu_20780 ENSG00000079432.7
clu_20779 ENSG00000079432.7
clu_20776 ENSG00000079432.7
clu_20775 ENSG00000079432.7
clu_20786 ENSG00000079462.7
clu_20785 ENSG00000079462.7
clu_20803 ENSG00000105429.12
clu_20802 ENSG00000105429.12
clu_20801 ENSG00000105429.12
clu_20800 ENSG00000105429.12
clu_20792 ENSG00000105429.12
clu_20798 ENSG00000105429.12
clu_20797 ENSG00000105429.12
clu_20793 ENSG00000105429.12
clu_20804 ENSG00000213904.8
clu_20809 ENSG00000079435.9
clu_20807 ENSG00000079435.9
clu_20806 ENSG00000079435.9
clu_20816 ENSG00000204941.13
clu_20815 ENSG00000204941.13
clu_20816 ENSG00000243137.7
clu_20817 ENSG00000243137.7
clu_20818 ENSG00000243137.7
clu_20816 ENSG00000183668.17
clu_20823 ENSG00000176531.10
clu_20825 ENSG00000176531.10
clu_20826 ENSG00000176531.10
clu_20828 ENSG00000105755.7
clu_20836 ENSG00000234465.10
clu_20835 ENSG00000234465.10
clu_20831 ENSG00000073050.11
clu_20834 ENSG00000073050.11
clu_20832 ENSG00000073050.11
clu_20833 ENSG00000073050.11
clu_20830 ENSG00000073050.11
clu_20841 ENSG00000131116.11
clu_20840 ENSG00000131116.11
clu_20842 ENSG00000105767.2
clu_20843 ENSG00000011422.11
clu_20844 ENSG00000011422.11
clu_20842 ENSG00000011422.11
clu_20845 ENSG00000105771.13
clu_20846 ENSG00000105771.13
clu_20847 ENSG00000105771.13
clu_20849 ENSG00000104783.11
clu_20852 ENSG00000167637.16
clu_20851 ENSG00000167637.16
clu_20853 ENSG00000176222.8
clu_20854 ENSG00000176222.8
clu_20863 ENSG00000124459.11
clu_20862 ENSG00000124459.11
clu_20861 ENSG00000124459.11
clu_20860 ENSG00000124459.11
clu_20858 ENSG00000124459.11
clu_20857 ENSG00000159905.14
clu_20866 ENSG00000204920.10
clu_20865 ENSG00000204920.10
clu_20865 ENSG00000159882.12
clu_20870 ENSG00000159885.13
clu_20871 ENSG00000159885.13
clu_20873 ENSG00000178386.12
clu_20866 ENSG00000178386.12
clu_20866 ENSG00000186026.6
clu_20878 ENSG00000267680.5
clu_20879 ENSG00000267680.5
clu_20880 ENSG00000267680.5
clu_20882 ENSG00000256294.7
clu_20883 ENSG00000263002.7
clu_20884 ENSG00000263002.7
clu_20885 ENSG00000263002.7
clu_20888 ENSG00000167380.16
clu_20887 ENSG00000167380.16
clu_20893 ENSG00000131115.15
clu_20892 ENSG00000131115.15
clu_20894 ENSG00000131115.15
clu_20900 ENSG00000062370.16
clu_20902 ENSG00000267508.5
clu_20901 ENSG00000267508.5
clu_20902 ENSG00000278318.4
clu_20903 ENSG00000278318.4
clu_20907 ENSG00000167384.10
clu_20906 ENSG00000167384.10
clu_20909 ENSG00000073008.14
clu_20908 ENSG00000073008.14
clu_20913 ENSG00000186567.12
clu_20911 ENSG00000186567.12
clu_20910 ENSG00000186567.12
clu_20918 ENSG00000069399.14
clu_20920 ENSG00000069399.14
clu_20921 ENSG00000069399.14
clu_20922 ENSG00000187244.10
clu_20923 ENSG00000187244.10
clu_20926 ENSG00000130202.9
clu_20925 ENSG00000130202.9
clu_20929 ENSG00000130203.9
clu_20931 ENSG00000130208.9
clu_20930 ENSG00000130208.9
clu_20931 ENSG00000214855.9
clu_20932 ENSG00000104853.15
clu_20933 ENSG00000104853.15
clu_20936 ENSG00000104856.13
clu_20937 ENSG00000104856.13
clu_20935 ENSG00000104856.13
clu_20945 ENSG00000104859.14
clu_20942 ENSG00000104859.14
clu_20943 ENSG00000104859.14
clu_20944 ENSG00000104859.14
clu_20940 ENSG00000104859.14
clu_20938 ENSG00000104859.14
clu_20941 ENSG00000104859.14
clu_20939 ENSG00000142252.10
clu_20951 ENSG00000104866.10
clu_20950 ENSG00000104866.10
clu_20949 ENSG00000104866.10
clu_20948 ENSG00000104866.10
clu_20947 ENSG00000104866.10
clu_20952 ENSG00000007255.10
clu_20953 ENSG00000007255.10
clu_20958 ENSG00000007047.14
clu_20957 ENSG00000007047.14
clu_20962 ENSG00000104884.14
clu_20959 ENSG00000104884.14
clu_20960 ENSG00000104884.14
clu_20961 ENSG00000104884.14
clu_20963 ENSG00000104881.15
clu_20969 ENSG00000117877.10
clu_20971 ENSG00000125740.13
clu_20968 ENSG00000012061.15
clu_20967 ENSG00000012061.15
clu_20966 ENSG00000012061.15
clu_20965 ENSG00000012061.15
clu_20973 ENSG00000213889.10
clu_20972 ENSG00000125744.11
clu_20977 ENSG00000125753.13
clu_20976 ENSG00000125753.13
clu_20979 ENSG00000177464.4
clu_20979 ENSG00000125741.4
clu_20988 ENSG00000267757.4
clu_20983 ENSG00000125746.16
clu_20984 ENSG00000125746.16
clu_20986 ENSG00000125746.16
clu_20981 ENSG00000125746.16
clu_20982 ENSG00000125746.16
clu_20980 ENSG00000125746.16
clu_20996 ENSG00000011478.11
clu_20995 ENSG00000011478.11
clu_20997 ENSG00000177045.7
clu_21005 ENSG00000104936.17
clu_21010 ENSG00000104936.17
clu_21006 ENSG00000104936.17
clu_21007 ENSG00000104936.17
clu_21004 ENSG00000104936.17
clu_21001 ENSG00000104936.17
clu_21002 ENSG00000104936.17
clu_21008 ENSG00000185800.11
clu_21009 ENSG00000185800.11
clu_21014 ENSG00000125755.18
clu_21013 ENSG00000125755.18
clu_21012 ENSG00000125755.18
clu_21011 ENSG00000125755.18
clu_21015 ENSG00000176182.5
clu_21022 ENSG00000104983.8
clu_21021 ENSG00000104983.8
clu_21019 ENSG00000104983.8
clu_21018 ENSG00000104983.8
clu_21017 ENSG00000104983.8
clu_21029 ENSG00000124440.15
clu_21030 ENSG00000124440.15
clu_21028 ENSG00000124440.15
clu_21027 ENSG00000124440.15
clu_21026 ENSG00000124440.15
clu_21025 ENSG00000124440.15
clu_21024 ENSG00000124440.15
clu_21034 ENSG00000011485.14
clu_21032 ENSG00000011485.14
clu_21031 ENSG00000011485.14
clu_21036 ENSG00000182013.17
clu_21039 ENSG00000160014.16
clu_21044 ENSG00000160013.8
clu_21042 ENSG00000160013.8
clu_21045 ENSG00000105287.12
clu_21046 ENSG00000105287.12
clu_21048 ENSG00000105287.12
clu_21049 ENSG00000105287.12
clu_21057 ENSG00000181027.10
clu_21056 ENSG00000181027.10
clu_21055 ENSG00000090372.14
clu_21054 ENSG00000090372.14
clu_21051 ENSG00000090372.14
clu_21053 ENSG00000090372.14
clu_21050 ENSG00000090372.14
clu_21059 ENSG00000105281.12
clu_21058 ENSG00000105281.12
clu_21060 ENSG00000042753.11
clu_21063 ENSG00000130751.9
clu_21065 ENSG00000130751.9
clu_21064 ENSG00000130751.9
clu_21061 ENSG00000130751.9
clu_21062 ENSG00000130751.9
clu_21067 ENSG00000130748.6
clu_21072 ENSG00000142230.11
clu_21074 ENSG00000142230.11
clu_21073 ENSG00000142230.11
clu_21071 ENSG00000142230.11
clu_21070 ENSG00000130749.9
clu_21069 ENSG00000130749.9
clu_21068 ENSG00000130749.9
clu_21075 ENSG00000105327.17
clu_21078 ENSG00000105321.12
clu_21079 ENSG00000105321.12
clu_21077 ENSG00000105321.12
clu_21076 ENSG00000105321.12
clu_21088 ENSG00000197405.7
clu_21089 ENSG00000134830.5
clu_21097 ENSG00000134815.18
clu_21096 ENSG00000134815.18
clu_21093 ENSG00000134815.18
clu_21092 ENSG00000134815.18
clu_21091 ENSG00000134815.18
clu_21090 ENSG00000134815.18
clu_21100 ENSG00000105419.17
clu_21099 ENSG00000105419.17
clu_21098 ENSG00000105419.17
clu_21106 ENSG00000118162.13
clu_21102 ENSG00000118162.13
clu_21109 ENSG00000268061.5
clu_21108 ENSG00000105402.7
clu_21113 ENSG00000063169.10
clu_21114 ENSG00000063169.10
clu_21112 ENSG00000063169.10
clu_21111 ENSG00000063169.10
clu_21117 ENSG00000024422.11
clu_21118 ENSG00000024422.11
clu_21120 ENSG00000105373.18
clu_21122 ENSG00000178980.14
clu_21129 ENSG00000105499.13
clu_21126 ENSG00000105499.13
clu_21125 ENSG00000105499.13
clu_21135 ENSG00000105486.13
clu_21134 ENSG00000105486.13
clu_21132 ENSG00000105486.13
clu_21131 ENSG00000105486.13
clu_21133 ENSG00000105486.13
clu_21138 ENSG00000185453.12
clu_21137 ENSG00000185453.12
clu_21144 ENSG00000105483.17
clu_21146 ENSG00000105483.17
clu_21145 ENSG00000105483.17
clu_21141 ENSG00000105483.17
clu_21142 ENSG00000105483.17
clu_21143 ENSG00000105483.17
clu_21152 ENSG00000142227.10
clu_21154 ENSG00000161558.10
clu_21153 ENSG00000161558.10
clu_21155 ENSG00000105438.8
clu_21156 ENSG00000105438.8
clu_21160 ENSG00000105464.3
clu_21162 ENSG00000105447.12
clu_21166 ENSG00000105443.13
clu_21165 ENSG00000105443.13
clu_21164 ENSG00000105443.13
clu_21174 ENSG00000063176.15
clu_21172 ENSG00000063176.15
clu_21173 ENSG00000063176.15
clu_21175 ENSG00000105516.10
clu_21176 ENSG00000063180.8
clu_21181 ENSG00000176909.11
clu_21180 ENSG00000176909.11
clu_21187 ENSG00000105538.9
clu_21189 ENSG00000105552.14
clu_21188 ENSG00000105552.14
clu_21192 ENSG00000087076.8
clu_21191 ENSG00000087076.8
clu_21196 ENSG00000105559.11
clu_21195 ENSG00000105559.11
clu_21194 ENSG00000105559.11
clu_21193 ENSG00000105559.11
clu_21204 ENSG00000087088.19
clu_21203 ENSG00000087088.19
clu_21206 ENSG00000104812.14
clu_21209 ENSG00000104812.14
clu_21207 ENSG00000104812.14
clu_21208 ENSG00000104812.14
clu_21212 ENSG00000183207.13
clu_21211 ENSG00000183207.13
clu_21210 ENSG00000183207.13
clu_21219 ENSG00000104852.14
clu_21217 ENSG00000104852.14
clu_21216 ENSG00000104852.14
clu_21227 ENSG00000130529.15
clu_21231 ENSG00000130529.15
clu_21229 ENSG00000130529.15
clu_21228 ENSG00000130529.15
clu_21223 ENSG00000130529.15
clu_21226 ENSG00000130529.15
clu_21222 ENSG00000130529.15
clu_21232 ENSG00000063127.15
clu_21232 ENSG00000197813.5
clu_21236 ENSG00000074219.13
clu_21237 ENSG00000074219.13
clu_21235 ENSG00000074219.13
clu_21234 ENSG00000074219.13
clu_21233 ENSG00000074219.13
clu_21232 ENSG00000074219.13
clu_21246 ENSG00000161618.9
clu_21245 ENSG00000161618.9
clu_21247 ENSG00000161618.9
clu_21251 ENSG00000161618.9
clu_21249 ENSG00000104872.10
clu_21242 ENSG00000104872.10
clu_21243 ENSG00000104872.10
clu_21244 ENSG00000104872.10
clu_21248 ENSG00000104872.10
clu_21254 ENSG00000090554.12
clu_21253 ENSG00000090554.12
clu_21252 ENSG00000090554.12
clu_21256 ENSG00000104870.12
clu_21255 ENSG00000104870.12
clu_21260 ENSG00000142552.7
clu_21259 ENSG00000142552.7
clu_21258 ENSG00000142552.7
clu_21264 ENSG00000142546.13
clu_21263 ENSG00000142546.13
clu_21262 ENSG00000142546.13
clu_21261 ENSG00000142546.13
clu_21266 ENSG00000126464.13
clu_21267 ENSG00000126464.13
clu_21270 ENSG00000126458.3
clu_21271 ENSG00000126461.14
clu_21269 ENSG00000126461.14
clu_21268 ENSG00000126461.14
clu_21275 ENSG00000126456.15
clu_21273 ENSG00000126456.15
clu_21277 ENSG00000126453.9
clu_21276 ENSG00000126453.9
clu_21272 ENSG00000126453.9
clu_21278 ENSG00000126457.21
clu_21279 ENSG00000126457.21
clu_21286 ENSG00000169169.14
clu_21285 ENSG00000169169.14
clu_21284 ENSG00000169169.14
clu_21283 ENSG00000169169.14
clu_21282 ENSG00000169169.14
clu_21281 ENSG00000169169.14
clu_21280 ENSG00000169169.14
clu_21297 ENSG00000196961.12
clu_21294 ENSG00000196961.12
clu_21293 ENSG00000196961.12
clu_21302 ENSG00000010361.13
clu_21303 ENSG00000010361.13
clu_21299 ENSG00000010361.13
clu_21301 ENSG00000010361.13
clu_21300 ENSG00000010361.13
clu_21298 ENSG00000010361.13
clu_21309 ENSG00000104973.16
clu_21308 ENSG00000104973.16
clu_21307 ENSG00000104973.16
clu_21305 ENSG00000104973.16
clu_21304 ENSG00000104973.16
clu_21309 ENSG00000104960.15
clu_21306 ENSG00000104960.15
clu_21312 ENSG00000269352.1
clu_21321 ENSG00000039650.11
clu_21319 ENSG00000039650.11
clu_21320 ENSG00000039650.11
clu_21318 ENSG00000039650.11
clu_21317 ENSG00000039650.11
clu_21315 ENSG00000039650.11
clu_21326 ENSG00000104946.12
clu_21325 ENSG00000104946.12
clu_21323 ENSG00000104946.12
clu_21324 ENSG00000104946.12
clu_21328 ENSG00000104946.12
clu_21327 ENSG00000104946.12
clu_21322 ENSG00000204673.10
clu_21329 ENSG00000104951.15
clu_21329 ENSG00000213024.11
clu_21330 ENSG00000169136.10
clu_21333 ENSG00000105053.10
clu_21334 ENSG00000105053.10
clu_21332 ENSG00000105053.10
clu_21331 ENSG00000105053.10
clu_21335 ENSG00000142528.15
clu_21342 ENSG00000131408.13
clu_21341 ENSG00000131408.13
clu_21340 ENSG00000131408.13
clu_21339 ENSG00000131408.13
clu_21347 ENSG00000062822.12
clu_21350 ENSG00000062822.12
clu_21348 ENSG00000062822.12
clu_21346 ENSG00000062822.12
clu_21343 ENSG00000062822.12
clu_21345 ENSG00000062822.12
clu_21344 ENSG00000062822.12
clu_21353 ENSG00000161671.16
clu_21352 ENSG00000161671.16
clu_21354 ENSG00000161677.11
clu_21363 ENSG00000161681.15
clu_21361 ENSG00000105472.12
clu_21366 ENSG00000105472.12
clu_21367 ENSG00000261341.6
clu_21368 ENSG00000167747.13
clu_21367 ENSG00000167747.13
clu_21375 ENSG00000169035.11
clu_21382 ENSG00000105379.9
clu_21382 ENSG00000160318.6
clu_21389 ENSG00000105497.7
clu_21398 ENSG00000182310.13
clu_21397 ENSG00000182310.13
clu_21396 ENSG00000182310.13
clu_21394 ENSG00000182310.13
clu_21392 ENSG00000182310.13
clu_21400 ENSG00000105509.10
clu_21401 ENSG00000105509.10
clu_21402 ENSG00000171051.8
clu_21407 ENSG00000161551.14
clu_21406 ENSG00000161551.14
clu_21411 ENSG00000198093.10
clu_21412 ENSG00000198093.10
clu_21413 ENSG00000176024.17
clu_21419 ENSG00000256683.6
clu_21417 ENSG00000256683.6
clu_21416 ENSG00000256683.6
clu_21422 ENSG00000197619.13
clu_21417 ENSG00000197619.13
clu_21425 ENSG00000142556.18
clu_21426 ENSG00000256087.6
clu_21421 ENSG00000256087.6
clu_21426 ENSG00000197608.11
clu_21430 ENSG00000204611.6
clu_21431 ENSG00000204611.6
clu_21432 ENSG00000196267.12
clu_21433 ENSG00000196267.12
clu_21431 ENSG00000196267.12
clu_21434 ENSG00000196214.10
clu_21435 ENSG00000198464.13
clu_21436 ENSG00000198464.13
clu_21441 ENSG00000167554.14
clu_21437 ENSG00000221923.8
clu_21447 ENSG00000269834.5
clu_21451 ENSG00000167555.13
clu_21450 ENSG00000167555.13
clu_21449 ENSG00000167555.13
clu_21448 ENSG00000167555.13
clu_21453 ENSG00000258405.9
clu_21443 ENSG00000198482.11
clu_21442 ENSG00000198482.11
clu_21441 ENSG00000167562.12
clu_21444 ENSG00000167562.12
clu_21457 ENSG00000167766.18
clu_21456 ENSG00000167766.18
clu_21455 ENSG00000167766.18
clu_21476 ENSG00000213020.9
clu_21475 ENSG00000213020.9
clu_21477 ENSG00000189190.9
clu_21478 ENSG00000189190.9
clu_21458 ENSG00000198538.10
clu_21459 ENSG00000198538.10
clu_21459 ENSG00000204604.9
clu_21460 ENSG00000204604.9
clu_21461 ENSG00000204604.9
clu_21464 ENSG00000182986.12
clu_21465 ENSG00000182986.12
clu_21463 ENSG00000182986.12
clu_21464 ENSG00000213793.5
clu_21466 ENSG00000213793.5
clu_21467 ENSG00000213801.4
clu_21480 ENSG00000180257.13
clu_21481 ENSG00000242779.6
clu_21482 ENSG00000242779.6
clu_21483 ENSG00000242779.6
clu_21487 ENSG00000170949.17
clu_21488 ENSG00000170949.17
clu_21486 ENSG00000170949.17
clu_21485 ENSG00000170949.17
clu_21489 ENSG00000170954.11
clu_21490 ENSG00000197937.12
clu_21491 ENSG00000197937.12
clu_21492 ENSG00000197937.12
clu_21495 ENSG00000197497.10
clu_21494 ENSG00000197497.10
clu_21496 ENSG00000269001.2
clu_21499 ENSG00000197928.10
clu_21497 ENSG00000197928.10
clu_21502 ENSG00000203326.11
clu_21510 ENSG00000241015.2
clu_21511 ENSG00000160336.14
clu_21510 ENSG00000160336.14
clu_21515 ENSG00000130844.16
clu_21518 ENSG00000232324.1
clu_21518 ENSG00000179820.15
clu_21520 ENSG00000105605.7
clu_21521 ENSG00000105605.7
clu_21523 ENSG00000142408.4
clu_21527 ENSG00000170909.13
clu_21531 ENSG00000170906.15
clu_21530 ENSG00000170906.15
clu_21534 ENSG00000105619.13
clu_21533 ENSG00000105619.13
clu_21535 ENSG00000105618.13
clu_21537 ENSG00000105618.13
clu_21538 ENSG00000105618.13
clu_21539 ENSG00000105618.13
clu_21547 ENSG00000088038.17
clu_21548 ENSG00000088038.17
clu_21546 ENSG00000088038.17
clu_21545 ENSG00000088038.17
clu_21543 ENSG00000088038.17
clu_21542 ENSG00000088038.17
clu_21541 ENSG00000088038.17
clu_21544 ENSG00000088038.17
clu_21555 ENSG00000125505.16
clu_21554 ENSG00000125505.16
clu_21553 ENSG00000125505.16
clu_21552 ENSG00000125505.16
clu_21556 ENSG00000170892.10
clu_21557 ENSG00000170889.13
clu_21558 ENSG00000170889.13
clu_21559 ENSG00000226696.5
clu_21563 ENSG00000167615.16
clu_21562 ENSG00000167615.16
clu_21571 ENSG00000167617.2
clu_21572 ENSG00000160439.15
clu_21573 ENSG00000160439.15
clu_21574 ENSG00000160439.15
clu_21575 ENSG00000160439.15
clu_21584 ENSG00000125503.12
clu_21585 ENSG00000125503.12
clu_21582 ENSG00000125503.12
clu_21583 ENSG00000125503.12
clu_21581 ENSG00000125503.12
clu_21580 ENSG00000125503.12
clu_21579 ENSG00000125503.12
clu_21578 ENSG00000125503.12
clu_21590 ENSG00000105048.16
clu_21589 ENSG00000105048.16
clu_21594 ENSG00000267577.1
clu_21604 ENSG00000105063.18
clu_21603 ENSG00000105063.18
clu_21602 ENSG00000105063.18
clu_21601 ENSG00000105063.18
clu_21600 ENSG00000105063.18
clu_21605 ENSG00000133265.10
clu_21606 ENSG00000133265.10
clu_21610 ENSG00000160469.16
clu_21607 ENSG00000160469.16
clu_21613 ENSG00000133247.13
clu_21615 ENSG00000133247.13
clu_21618 ENSG00000095752.6
clu_21621 ENSG00000108107.14
clu_21622 ENSG00000108106.13
clu_21623 ENSG00000063241.7
clu_21624 ENSG00000063241.7
clu_21625 ENSG00000197483.9
clu_21625 ENSG00000090971.4
clu_21631 ENSG00000179954.15
clu_21633 ENSG00000179954.15
clu_21632 ENSG00000179954.15
clu_21627 ENSG00000179954.15
clu_21630 ENSG00000179954.15
clu_21628 ENSG00000179954.15
clu_21634 ENSG00000218891.4
clu_21635 ENSG00000179943.7
clu_21636 ENSG00000261221.3
clu_21638 ENSG00000171425.9
clu_21640 ENSG00000173581.7
clu_21642 ENSG00000063244.12
clu_21643 ENSG00000063244.12
clu_21644 ENSG00000063244.12
clu_21646 ENSG00000063245.14
clu_21647 ENSG00000063245.14
clu_21645 ENSG00000063245.14
clu_21650 ENSG00000142409.5
clu_21654 ENSG00000167685.14
clu_21652 ENSG00000167685.14
clu_21651 ENSG00000167685.14
clu_21657 ENSG00000131848.9
clu_21656 ENSG00000131848.9
clu_21655 ENSG00000131848.9
clu_21661 ENSG00000240225.10
clu_21660 ENSG00000240225.10
clu_21659 ENSG00000240225.10
clu_21658 ENSG00000018869.16
clu_21663 ENSG00000267454.5
clu_21665 ENSG00000198440.9
clu_21666 ENSG00000198440.9
clu_21664 ENSG00000198440.9
clu_21668 ENSG00000198046.11
clu_21669 ENSG00000166770.10
clu_21672 ENSG00000196263.7
clu_21670 ENSG00000196263.7
clu_21675 ENSG00000196867.7
clu_21676 ENSG00000196867.7
clu_21678 ENSG00000196867.7
clu_21679 ENSG00000196867.7
clu_21681 ENSG00000197016.11
clu_21680 ENSG00000197016.11
clu_21682 ENSG00000197951.8
clu_21682 ENSG00000268182.5
clu_21685 ENSG00000083844.10
clu_21686 ENSG00000083844.10
clu_21686 ENSG00000105146.12
clu_21686 ENSG00000204524.6
clu_21688 ENSG00000204524.6
clu_21692 ENSG00000178229.7
clu_21693 ENSG00000131845.14
clu_21696 ENSG00000152433.14
clu_21697 ENSG00000188785.11
clu_21698 ENSG00000188785.11
clu_21699 ENSG00000186272.12
clu_21700 ENSG00000186230.6
clu_21701 ENSG00000197128.11
clu_21704 ENSG00000105136.20
clu_21703 ENSG00000105136.20
clu_21705 ENSG00000152439.12
clu_21704 ENSG00000152439.12
clu_21707 ENSG00000121406.8
clu_21712 ENSG00000251369.8
clu_21710 ENSG00000251369.8
clu_21713 ENSG00000083817.8
clu_21715 ENSG00000171649.11
clu_21716 ENSG00000183647.10
clu_21717 ENSG00000213762.11
clu_21718 ENSG00000121417.13
clu_21717 ENSG00000121417.13
clu_21719 ENSG00000204519.10
clu_21720 ENSG00000152443.12
clu_21719 ENSG00000152443.12
clu_21724 ENSG00000083828.15
clu_21724 ENSG00000269343.6
clu_21724 ENSG00000198466.11
clu_21730 ENSG00000204514.9
clu_21731 ENSG00000173480.10
clu_21733 ENSG00000196724.12
clu_21732 ENSG00000196724.12
clu_21735 ENSG00000152454.3
clu_21736 ENSG00000177025.3
clu_21739 ENSG00000176593.7
clu_21738 ENSG00000166704.11
clu_21737 ENSG00000166704.11
clu_21736 ENSG00000166704.11
clu_21743 ENSG00000121413.12
clu_21744 ENSG00000121413.12
clu_21745 ENSG00000181894.14
clu_21747 ENSG00000171606.17
clu_21746 ENSG00000171606.17
clu_21752 ENSG00000198131.13
clu_21751 ENSG00000198131.13
clu_21750 ENSG00000198131.13
clu_21748 ENSG00000198131.13
clu_21749 ENSG00000198131.13
clu_21754 ENSG00000268516.2
clu_21752 ENSG00000278129.1
clu_21756 ENSG00000142396.10
clu_21755 ENSG00000142396.10
clu_21753 ENSG00000142396.10
clu_21757 ENSG00000283103.1
clu_21759 ENSG00000182318.5
clu_21760 ENSG00000268895.5
clu_21758 ENSG00000121410.11
clu_21765 ENSG00000083845.8
clu_21769 ENSG00000171574.17
clu_21766 ENSG00000171574.17
clu_21773 ENSG00000083838.15
clu_21774 ENSG00000083838.15
clu_21776 ENSG00000083807.9
clu_21779 ENSG00000119574.12
clu_21783 ENSG00000119574.12
clu_21785 ENSG00000130726.11
clu_21788 ENSG00000130724.8
clu_21789 ENSG00000130725.7
clu_21791 ENSG00000267858.5
clu_21798 ENSG00000099326.8
clu_21797 ENSG00000099326.8
clu_21795 ENSG00000099326.8
clu_21796 ENSG00000099326.8
clu_21791 ENSG00000213753.10
clu_23822 ENSG00000196476.11
clu_23823 ENSG00000196476.11
clu_23827 ENSG00000125841.12
clu_23826 ENSG00000125841.12
clu_23825 ENSG00000225377.5
clu_23824 ENSG00000225377.5
clu_23832 ENSG00000101255.10
clu_23831 ENSG00000101255.10
clu_23834 ENSG00000125826.20
clu_23838 ENSG00000125826.20
clu_23833 ENSG00000125826.20
clu_23836 ENSG00000125875.13
clu_23840 ENSG00000125875.13
clu_23842 ENSG00000101266.17
clu_23841 ENSG00000101266.17
clu_23844 ENSG00000125898.12
clu_23846 ENSG00000101282.8
clu_23852 ENSG00000125818.17
clu_23853 ENSG00000125818.17
clu_23857 ENSG00000101298.13
clu_23862 ENSG00000234684.6
clu_23858 ENSG00000125775.14
clu_23862 ENSG00000229728.1
clu_23861 ENSG00000088832.16
clu_23866 ENSG00000088833.17
clu_23868 ENSG00000088833.17
clu_23867 ENSG00000088833.17
clu_23877 ENSG00000198053.11
clu_23876 ENSG00000198053.11
clu_23878 ENSG00000125834.12
clu_23882 ENSG00000125835.18
clu_23881 ENSG00000125835.18
clu_23880 ENSG00000125835.18
clu_23884 ENSG00000088876.11
clu_23882 ENSG00000088876.11
clu_23885 ENSG00000088876.11
